OBJECTID,UNIT_ID,LMS_ID,PARK_NAME,PARK_LBL,ACCESS_TYP,RPT_ACRES,GIS_ACRES,AGNCY_NAME,AGNCY_LEV,AGNCY_TYP,AGNCY_WEB,MNG_AGENCY,COGP_TYP,NDS_AN_TYP,NEEDS_ANLZ,TKIT_SUM,AMEN_RPT,PRKINF_CND,AM_OPNSP,AM_TRLS,TRLS_MI,TENIS,BSKTB,BASEB,SOCCR,MPFLD,FITZN,SK8PK,PCNIC,PLGND,POOLS,SPPAD,DGPRK,GYM,COMCT,SNRCT,RSTRM,TOTAL_GOOD,TOTAL_FAIR,TOTAL_POOR,TYPE,CENTER_LAT,CENTER_LON,ADDRESS,CITY,ZIP,HOURS,PHONES,IS_COUNTY,Shape__Area,Shape__Length
1869,22012,,Woodley Lakes Golf Course,Woodley Lakes GC,Open Access,209.194,209.1833991,United States Army Corps of Engineers,Federal,Federal Agency,http://www.usace.army.mil/,United States Army Corps of Engineers,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.17982514,-118.4877919,6331 Woodley Ave,Los Angeles,91436,,,No,9111992.416,13460.44509
2237,45750,2579,Encino Community Center,Encino Community Ctr.,Restricted Access,1.185,1.18516946,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Good,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Local Park,34.16033268,-118.5015448,4935  Balboa Blvd,Los Angeles,91316,,(818) 995-1690,No,51625.77539,1150.32264
2301,45819,73974,Old Encino Fire Station 83 Property,Old Encino Fire Station 83 Property,Restricted Access,0.366,0.36551126,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.16196063,-118.5014524,4960 Balboa Blvd,Los Angeles,91316,,,No,15921.60645,504.7484751
2651,46323,,Unnamed site - Mountains Recreation and Conservation Authority, ,Unknown Access,26.993,26.99207565,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.13666361,-118.5056046,,Los Angeles,91436,,,No,1175770.116,6359.1346
2700,46375,,Unnamed site - Mountains Recreation and Conservation Authority, ,Unknown Access,1.741,1.74067845,Mountains Recreation and Conservation Authority,Special District,Open Space District,http://www.mrca.ca.gov/,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.15382113,-118.5108516,,Los Angeles,91316,,,No,75823.65039,2041.711166
51,1121,,Gothic Rinaldi Park,Gothic Rinaldi Park,Open Access,3.561,3.56034896,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.27800621,-118.4813062,,Los Angeles,91344,,,No,155088.1699,2292.541905
52,1142,2592,Granada Hills Park,Granada Hills Park,Open Access,18.336,18.33485937,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,4,1,4,0,2,0,0,1,1,1,0,0,1,0,0,1,1,11,4,Local Park,34.26288013,-118.4967863,16730  Chatsworth St,Los Angeles,91344,,(818) 363-3556,No,798663.2803,3808.386173
125,3219,,Bee Canyon Park,Bee Canyon Park,Open Access,22.214,22.21198115,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Fair,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Local Park,34.30724492,-118.5070873,17251  Van Gogh Blvd,Los Angeles,91344,,(818) 363-3556,No,967550.0332,7575.633921
1233,7303,22772,O'Melveny Park,O'Melveny Park,Open Access,695.764,695.6991501,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Regional Park,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.31319232,-118.5211203,17300 Sesnon Blvd,Los Angeles,91344,,,No,30304533.76,25712.59918
1349,12346,3000077,Knollwood Golf Course,Knollwood Golf Course,Open Access,150.4826859,150.4826859,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Golf,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.29196777,-118.4973884,12040 Balboa Blvd.,Los Angeles,91344,,General: (818) 363-8161,Yes,6554999.581,40822.30017
1658,15517,73904,Zelzah Park,Zelzah Park,Open Access,9.737,9.73620596,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Fair,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Local Park,34.28245827,-118.5244809,11690  Zelzah Ave,Los Angeles,91344,,(818) 368-8343,No,424107.4346,2770.902551
2181,45593,,Van Norman Lakes Reservoir,Van Norman Lakes Reservoir,Open Access,10.898,10.89664504,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,None,None,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Local Park,34.28008924,-118.4813557,15800 Rinaldi St,Los Angeles,91344,,(323) 644-6661,No,474655.9561,3401.069844
2207,45713,73924,Granada Hills Youth Recreation Center,Granada Hills Youth Rec. Ctr.,Restricted Access,18.225,18.22364491,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,None,None,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,Local Park,34.30745914,-118.4977689,16730  Chatsworth St,Los Angeles,91344,,(818) 363-3556,No,793818.7988,4023.436336
12261,100028,3000078,Knollwood Pool,Knollwood Pool,Open Access,0.364515,0.36451548,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Pool,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Local Park,34.2887959,-118.4998896,12040 Balboa Blvd,Los Angeles,91343,,Pool: (818) 368-4758,Yes,15878.23047,536.6403399
527,6183,3000089,Lennox Park,Lennox Park,Open Access,5.636,5.63595283,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Poor,Fair,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,2,1,2,8,Local Park,33.93737422,-118.3583175,10828 S. Condon Ave.,Inglewood,90304,"Hours of Operations
6:30 a.m to 9:00 p.m.
Monday – Sunday",General: (310) 419-6712; Pool: (310) 419-2103,Yes,245501.123,2100.635861
593,6279,,Grevillea Park,Grevillea Park,Open Access,1.074,1.07371655,"Inglewood, City of",City,City Agency,http://www.cityofinglewood.org/depts/parks_recreation_and_library_services/default.asp,"Inglewood, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,33.96075337,-118.3547334,101-,Inglewood,90301,,,No,46770.90527,1572.478599
594,6280,,Circle Park (City of Inglewood),Circle Park,Open Access,1.314,1.3139936,"Inglewood, City of",City,City Agency,http://www.cityofinglewood.org/depts/parks_recreation_and_library_services/default.asp,"Inglewood, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Good,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,33.96365254,-118.3221148,76th St.,Inglewood,90305,,,No,57237.33496,966.7347265
595,6281,63365,Darby Park,Darby Park,Open Access,13.907,13.90744542,"Inglewood, City of",City,City Agency,http://www.cityofinglewood.org/depts/parks_recreation_and_library_services/default.asp,"Inglewood, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,2,2,1,0,1,6,1,0,1,1,0,0,1,1,0,2,6,13,0,Local Park,33.95437092,-118.3300543,3400 W Arbor Vitae St,Inglewood,90305,,,No,605805.8994,3585.65182
597,6286,23139,Center Park,Ctr. Park,Open Access,1.944,1.94390177,"Inglewood, City of",City,City Agency,http://www.cityofinglewood.org/depts/parks_recreation_and_library_services/default.asp,"Inglewood, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,Local Park,33.93433407,-118.3368478,3704 W 111th St,Inglewood,90303,,,No,84676.02246,1184.021411
598,6287,,Lockhaven Center Playground,Lockhaven Ctr. Playground,Open Access,0.242,0.24230865,"Inglewood, City of",City,City Agency,http://www.cityofinglewood.org/depts/parks_recreation_and_library_services/default.asp,"Inglewood, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Local Park,33.93405265,-118.3396292,Inglewood,Inglewood,90303,,,No,10554.92285,420.2032887
599,6288,,Vincent Park (City of Inglewood),Vincent Park,Open Access,50.692,50.69400091,"Inglewood, City of",City,City Agency,http://www.cityofinglewood.org/depts/parks_recreation_and_library_services/default.asp,"Inglewood, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Poor,None,0,8,2,2,2,0,4,1,4,4,3,0,0,0,1,0,6,2,29,6,Local Park,33.97324952,-118.3434956,700 Warren Ln,Inglewood,90302,,,No,2208221.852,9138.529809
600,6289,22876,North Park,North Park,Open Access,2.31,2.31050499,"Inglewood, City of",City,City Agency,http://www.cityofinglewood.org/depts/parks_recreation_and_library_services/default.asp,"Inglewood, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,Not Reported,0,2,0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,10,2,0,Local Park,33.97988454,-118.3478391,625 Hargrave St,Inglewood,90302,,,No,100645.1963,1303.207704
601,6290,23120,Rogers Park,Rogers Park,Open Access,12.792,12.79252465,"Inglewood, City of",City,City Agency,http://www.cityofinglewood.org/depts/parks_recreation_and_library_services/default.asp,"Inglewood, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,2,1,2,0,0,1,1,1,1,1,0,0,1,1,0,1,0,12,1,Local Park,33.96844428,-118.360279,400 W Beach Ave,Inglewood,90302,,,No,557240.1455,3625.60461
602,6291,22900,Ashwood Park,Ashwood Park,Open Access,1.663,1.66330867,"Inglewood, City of",City,City Agency,http://www.cityofinglewood.org/depts/parks_recreation_and_library_services/default.asp,"Inglewood, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,2,6,0,Local Park,33.95871907,-118.3684722,Inglewood,Inglewood,90301,,,No,72453.4375,2170.600305
603,6292,23137,Queen Park,Queen Park,Open Access,1.178,1.17791294,"Inglewood, City of",City,City Agency,http://www.cityofinglewood.org/depts/parks_recreation_and_library_services/default.asp,"Inglewood, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,Local Park,33.96220329,-118.3447262,Inglewood,Inglewood,90301,,,No,51309.68066,987.8545066
604,6293,23157,Siminski Park,Siminski Park,Open Access,1.956,1.95636282,"Inglewood, City of",City,City Agency,http://www.cityofinglewood.org/depts/parks_recreation_and_library_services/default.asp,"Inglewood, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,Local Park,33.94795382,-118.3628765,9717 S Inglewood Ave,Inglewood,90301,,,No,85218.82422,2099.638908
1252,7716,73838,Circle Park (5th Avenue),Circle Park (5th Avenue),Open Access,0.216,0.21634672,"Los Angeles - Department of Recreation and Parks, City of",City,City Agency,http://www.laparks.org/,"Los Angeles - Department of Recreation and Parks, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,33.97093033,-118.3221025,76th St.,Inglewood,90305,,,No,9424.025391,350.381587
14677,100111,3001855,Tameobit Wildlife Sanctuary,Temeobit Wildlife Sanctuary,Open Access,83.750262,83.73026162,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Sanctuary,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.609094,-117.832868,E. Avenue P and 164th St. East,Los Angeles,93591,,General: (661) 944-6881,Yes,3647561.74,14474.33732
12262,100107,3001789,Lennox Community Garden,Lennox Community Garden,Open Access,0.122196,0.12219602,California Department of Transportation,State,State Agency,http://www.dot.ca.gov,Los Angeles County Department of Parks and Recreation,Special Use - Nursery,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,33.93263128,-118.3615997,,Inglewood,90304,,,Yes,5322.837891,295.9005489
574,6246,23263,Dominguez Park (City of Carson),Dominguez Park,Open Access,7.627,7.62824009,"Carson, City of",City,City Agency,http://ci.carson.ca.us/content/department/pub_service/parks_rec_parks.asp,"Carson, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,2,2,3,2,3,1,0,4,1,1,0,0,0,2,1,1,4,19,0,Local Park,33.83488662,-118.2143829,2400 E Dominguez St,Long Beach,90810,,,No,332284.8125,2511.882243
782,6574,,Los Cerritos Park,Los Cerritos Park,Open Access,7.733,7.73352457,"Long Beach, City of",City,City Agency,http://www.longbeach.gov/park/default.asp,"Long Beach, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,2,Local Park,33.82646781,-118.1992486,County Club Dr,Long Beach,90807,,,No,336870.9824,3210.242562
783,6575,,Skylinks Golf Course,Skylinks GC,Open Access,152.028,152.0451065,"Long Beach, City of",City,City Agency,http://www.longbeach.gov/park/default.asp,"Long Beach, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,33.81779103,-118.1367717,4800 E Wardlow Rd,Long Beach,90808,,,No,6623058.347,15273.7978
784,6576,63358,Pan American Park,Pan American Park,Open Access,11.971,11.97250518,"Long Beach, City of",City,City Agency,http://www.longbeach.gov/park/default.asp,"Long Beach, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Good,0.25,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,1,1,4,2,Local Park,33.84130608,-118.1313222,5157 E Centralia St,Long Beach,90808,,,No,521520.2402,3268.412841
785,6577,,Golden Shore Marine Biological Reserve Park,Golden Shore Marine Biological Reserve Park,Open Access,7.759,7.39601848,"Long Beach, City of",City,City Agency,http://www.longbeach.gov/park/default.asp,"Long Beach, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,33.76371788,-118.2026886,401 Golden Shore,Long Beach,90802,,,No,322169.2783,5822.590136
786,6578,,Heartwell Park,Heartwell Park,Open Access,111.253,111.2648686,"Long Beach, City of",City,City Agency,http://www.longbeach.gov/park/default.asp,"Long Beach, City of",Regional Park,Regional Park,Yes,Yes,Yes,Fair,Present - Fair,Present - Good,0,0,1,12,7,5,1,0,0,1,0,1,0,0,1,0,5,3,27,4,Regional Recreation Park,33.83123428,-118.1207192,5801 Parkcrest St,Long Beach,90808,,,No,4846678.288,19597.21526
787,6579,,Cesar E. Chavez Park,Cesar E. Chavez Park,Open Access,9.065,9.06603237,"Long Beach, City of",City,City Agency,http://www.longbeach.gov/park/default.asp,"Long Beach, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Good,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,1,1,6,0,Local Park,33.77157825,-118.2023874,401 Golden Ave,Long Beach,90802,,,No,394914.7832,8651.1246
788,6580,,San Gabriel River Trail,San Gabriel River Trail,Open Access,36.986,36.99052922,"Long Beach, City of",City,City Agency,http://www.longbeach.gov/park/default.asp,"Los Angeles Department of Public Works, County of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,33.80106705,-118.0909555,San Gabriel River Mid Trail,Long Beach,90815,,,No,1611301.001,24541.78057
789,6581,,Marine Stadium Park,Marine Stadium Park,Open Access,4.81,4.62243719,"Long Beach, City of",City,City Agency,http://www.longbeach.gov/park/default.asp,"Long Beach, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,Local Park,33.76572674,-118.1271364,5255 E Paoli Way,Long Beach,90803,,,No,201352.5605,5646.193458
790,6583,,Jack Dunster Marine Reserve,Jack Dunster Marine Biological Reserve,Open Access,3.229,1.00345859,"Long Beach, City of",City,City Agency,http://www.longbeach.gov/park/default.asp,"Long Beach, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,Present - Good,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,33.76248752,-118.1194442,Long Beach,Long Beach,90803,,,No,43710.47754,2081.22198
791,6585,4287,Bayshore Playground,Bayshore Playground,Open Access,4.147,4.14530542,"Long Beach, City of",City,City Agency,http://www.longbeach.gov/park/default.asp,"Long Beach, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,Local Park,33.75442628,-118.1309772,5415 E Ocean Blvd,Long Beach,90803,,,No,180568.7842,5726.773106
792,6586,,Peninsula Beach,Peninsula Beach,Open Access,61.766,54.14234995,"Long Beach, City of",City,City Agency,http://www.longbeach.gov/park/default.asp,"Long Beach, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,33.7497188,-118.1270244,Peninsula,Long Beach,90803,,,No,2358431.327,20940.06953
793,6587,,Alamitos Beach,Alamitos Beach,Open Access,56.471,40.7367408,"Long Beach, City of",City,City Agency,http://www.longbeach.gov/park/default.asp,"Long Beach, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,Present - Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Local Park,33.7641242,-118.177964,Alamitos Beach,Long Beach,90802,,,No,1774485.33,10918.63208
794,6588,23235,Douglas MacArthur Park,Douglas MacArthur Park,Open Access,3.648,3.648866,"Long Beach, City of",City,City Agency,http://www.longbeach.gov/park/default.asp,"Long Beach, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Poor,None,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,3,Local Park,33.78352294,-118.1747019,1321 E Anaheim St,Long Beach,90813,,,No,158943.9668,1717.330095
795,6589,,Drake Park,Drake Park,Open Access,6.153,6.15356892,"Long Beach, City of",City,City Agency,http://www.longbeach.gov/park/default.asp,"Long Beach, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Poor,Present - Poor,None,0,2,1,0,1,0,0,1,2,1,0,1,0,0,1,0,1,0,5,6,Local Park,33.77854685,-118.2018217,Willmore,Long Beach,90813,,,No,268048.3789,2975.001725
796,6590,,Somerset Park,Somerset Park,Open Access,3.722,3.72274725,"Long Beach, City of",City,City Agency,http://www.longbeach.gov/park/default.asp,"Long Beach, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,2,1,0,0,0,0,0,2,2,0,0,0,0,1,0,1,7,0,2,Local Park,33.83192205,-118.1730899,1500 E Carson St,Long Beach,90807,,,No,162162.2227,1743.219549
797,6591,23327,Cherry Avenue Park,Cherry Avenue Park,Open Access,9.941,9.94186255,"Long Beach, City of",City,City Agency,http://www.longbeach.gov/park/default.asp,"Long Beach, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,2,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,3,3,3,Local Park,33.83952656,-118.1688113,Cherry Ave,Long Beach,90807,,,No,433065.8018,2751.534538
798,6592,63356,Silverado Park,Silverado Park,Open Access,11.727,11.72787211,"Long Beach, City of",City,City Agency,http://www.longbeach.gov/park/default.asp,"Long Beach, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,4,1,2,0,1,0,1,0,1,1,0,0,1,1,0,1,1,8,5,Local Park,33.81463179,-118.2132419,1545 W 31st St,Long Beach,90810,,,No,510864.0664,3309.424286
799,6595,23264,Scherer Park,Scherer Park,Open Access,25.183,25.1850734,"Long Beach, City of",City,City Agency,http://www.longbeach.gov/park/default.asp,"Long Beach, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Poor,Present - Fair,0,4,2,0,0,0,0,0,0,2,0,0,1,0,1,0,1,4,6,1,Local Park,33.84231782,-118.1897185,430 E 49th St,Long Beach,90805,,,No,1097057.414,7865.601193
